-0.5 -0.5 0.7071067811865476 6 6 6 0 5 5 2
-0.5 -0.46875 0.6853660062331659 6 6 6 0 5 5 2
-0.5 -0.4375 0.6643841132959156 6 6 6 0 5 5 2
-0.5 -0.40625 0.6442352540027595 6 6 6 0 5 5 2
-0.5 -0.375 0.625 6 6 6 0 5 5 2
-0.5 -0.34375 0.6067652449671125 6 6 6 0 5 5 2
-0.5 -0.3125 0.5896238207535377 6 6 6 0 5 5 2
-0.5 -0.28125 0.5736737422089319 6 6 6 0 5 5 2
-0.5 -0.25 0.5590169943749475 6 6 6 0 5 5 2
-0.5 -0.21875 0.5457577873929056 6 6 6 0 5 5 2
-0.5 -0.1875 0.5340002340823456 6 6 6 0 5 5 2
-0.5 -0.15625 0.5238454566950066 6 6 6 0 5 5 2
-0.5 -0.125 0.5153882032022076 6 6 6 0 5 5 2
-0.5 -0.09375 0.5087131436281158 6 6 6 0 5 5 2
-0.5 -0.0625 0.5038911092686593 6 6 6 0 5 5 2
-0.5 -0.03125 0.5009756106837937 6 6 6 0 5 5 2
-0.5 0 0.5 6 6 6 0 5 5 2
-0.5 0.03125 0.5009756106837937 6 6 6 0 5 5 2
-0.5 0.0625 0.5038911092686593 6 6 6 0 5 5 2
-0.5 0.09375 0.5087131436281158 6 6 6 0 5 5 2
-0.5 0.125 0.5153882032022076 6 6 6 0 5 5 2
-0.5 0.15625 0.5238454566950066 6 6 6 0 5 5 2
-0.5 0.1875 0.5340002340823456 6 6 6 0 5 5 2
-0.5 0.21875 0.5457577873929056 6 6 6 0 5 5 2
-0.5 0.25 0.5590169943749475 6 6 6 0 5 5 2
-0.5 0.28125 0.5736737422089319 6 6 6 0 5 5 2
-0.5 0.3125 0.5896238207535377 6 6 6 0 5 5 2
-0.5 0.34375 0.6067652449671125 6 6 6 0 5 5 2
-0.5 0.375 0.625 6 6 6 0 5 5 2
-0.5 0.40625 0.6442352540027595 6 6 6 0 5 5 2
-0.5 0.4375 0.6643841132959156 6 6 6 0 5 5 2
-0.5 0.46875 0.6853660062331659 6 6 6 0 5 5 2
-0.5 0.5 0.7071067811865476 6 6 6 0 5 5 2

-0.46875 -0.5 0.6853660062331659 6 6 6 0 5 5 2
