-15 1.12349646981759e-12
-14.921875 1.956389410910341e-12
-14.84375 3.384404475199017e-12
-14.765625 5.813015341327281e-12
-14.6875 9.918837019955495e-12
-14.609375 1.681442018233655e-11
-14.53125 2.831486435988071e-11
-14.453125 4.737506278164181e-11
-14.375 7.874699015495955e-11
-14.296875 1.300471542172255e-10
-14.21875 2.133803125007734e-10
-14.140625 3.478658463209602e-10
-14.0625 5.634947038783046e-10
-13.984375 9.069964022758421e-10
-13.90625 1.450716461558499e-09
-13.828125 2.30586540984384e-09
-13.75 3.642379806599365e-09
-13.671875 5.718167499880386e-09
-13.59375 8.922175497131457e-09
-13.515625 1.383732493276615e-08
-13.4375 2.1331620332299e-08
-13.359375 3.2689674651819e-08
-13.28125 4.980088658562012e-08
-13.203125 7.542748441268084e-08
-13.125 1.135818928621007e-07
-13.046875 1.700614036558139e-07
-12.96875 2.531867132366536e-07
-12.890625 3.748342154973548e-07
-12.8125 5.518545016931927e-07
-12.734375 8.080118317782934e-07
-12.65625 1.176632855698263e-06
-12.578125 1.704163660506988e-06
-12.5 2.45496986069899e-06
-12.421875 3.517724571650447e-06
-12.34375 5.013850576083095e-06
-12.265625 7.108628082657005e-06
-12.1875 1.002559567180109e-05
-12.109375 1.406548612232997e-05
-12.03125 1.963002778723785e-05
-11.953125 2.725287895906265e-05
-11.875 3.763822834324609e-05
-11.796875 5.170945054990406e-05
-11.71875 7.06699085877032e-05
-11.640625 9.607671315998447e-05
-11.5625 0.0001299331073641161
-11.484375 0.0001748007589776321
-11.40625 0.0002339330400646768
-11.328125 0.00031143901150444
-11.25 0.000412478449858309
-11.171875 0.0005434993887443916
-11.09375 0.000712522898553565
-11.015625 0.0009294751045070486
-10.9375 0.00120662245423188
-10.859375 0.001559087965350436
-10.78125 0.002005443054416387
-10.703125 0.002568537582058633
-10.625 0.003276431123142787
-10.546875 0.004163587421978298
-10.46875 0.005272311787567695
-10.390625 0.006654478667239495
-10.3125 0.008373535901995738
-10.234375 0.01050688688859174
-10.15625 0.01314798256323216
-10.078125 0.01640904772871044
-10 0.02042261967467561
-9.921875 0.02534269539449787
-9.84375 0.0313437868184381
-9.765625 0.03861666936291065
-9.6875 0.04736068882914932
-9.609375 0.05776898255064471
-9.53125 0.07000654730600775
-9.453125 0.08418074909718934
-9.375 0.1003011705591845
-9.296875 0.1182611880068376
-9.21875 0.1378833202427064
